Product_Price,Promotion,Product_Category,Store_Location,Shelf_Space,Competitor_Price,Season,Day_of_Week,Units_in_Inventory,Online_Sales,Week_of_Year,units_sold
10.47,0,Food,Urban,4.84,10.27,Spring,Thu,74,0,20,107
15.08,1,Electronics,Suburban,7.3,13.04,Winter,Mon,76,0,34,244
13.24,1,Electronics,Suburban,2.25,13.21,Summer,Sun,97,0,16,221
11.45,0,Clothing,Suburban,6.7,11.81,Spring,Fri,85,1,15,128
11.17,0,Electronics,Suburban,7.94,11.1,Fall,Tue,121,0,31,116
12.7,1,Clothing,Rural,6.5,14.43,Summer,Sat,148,0,4,240
10.18,0,Housewares,Suburban,7.41,11.49,Winter,Sun,82,0,17,116
16.27,1,Food,Urban,8.25,18.85,Fall,Sun,132,0,52,257
13.04,0,Clothing,Suburban,14.81,14.11,Summer,Thu,103,1,22,139
9.62,1,Electronics,Urban,5.7,9.1,Summer,Tue,97,0,43,199
8.98,1,Electronics,Rural,7.77,10.09,Winter,Sat,134,1,51,206
12.09,0,Food,Urban,7.14,11.75,Fall,Fri,124,0,6,117
14.44,0,Food,Rural,8.82,14.47,Winter,Wed,62,1,50,117
12.76,0,Clothing,Rural,9.59,12.88,Winter,Mon,146,0,29,109
9.21,0,Food,Urban,3.63,9.63,Fall,Wed,96,0,11,110
12.99,0,Housewares,Urban,7.86,13.4,Summer,Tue,78,1,41,115
14.35,1,Electronics,Suburban,7.66,14.31,Fall,Sat,109,0,12,241
9.24,0,Food,Urban,13.77,10.51,Spring,Tue,117,0,49,112
8.23,0,Food,Suburban,8.62,8.17,Summer,Sun,154,0,46,95
13.74,1,Housewares,Urban,4.27,13.68,Fall,Fri,169,0,52,243
15.38,0,Housewares,Suburban,5,14.68,Fall,Sat,122,0,49,115
9.42,0,Housewares,Urban,11.27,10.4,Spring,Sat,107,1,33,123
9.12,0,Electronics,Suburban,13.43,10.07,Summer,Sun,141,0,34,121
10.1,0,Electronics,Rural,3.51,11.74,Winter,Tue,109,1,20,129
27.51,0,Food,Suburban,8.91,27.94,Spring,Sun,104,1,15,17
10.65,0,Clothing,Suburban,8.56,10.59,Fall,Sun,116,1,46,105
12.85,0,Clothing,Urban,6.82,13.18,Fall,Fri,100,1,23,121
8.22,0,Electronics,Rural,4.82,8.81,Fall,Sun,88,1,50,116
15.46,0,Clothing,Urban,14.6,15.42,Spring,Sat,90,0,31,120
11.83,0,Food,Suburban,8.75,11.62,Summer,Wed,137,0,33,115
12.9,0,Electronics,Urban,12.88,11.01,Spring,Fri,68,1,52,114
14.19,0,Food,Suburban,8.21,13.94,Summer,Fri,145,0,24,107
16.34,0,Electronics,Urban,10.47,16.72,Fall,Mon,115,1,15,112
10.41,0,Clothing,Urban,11.07,9.7,Summer,Sat,161,1,42,126
13.03,1,Food,Rural,6.96,13.54,Summer,Wed,82,1,3,239
18.87,0,Food,Suburban,6.81,17.5,Spring,Thu,65,0,33,88
15.74,1,Clothing,Urban,12.87,16.45,Fall,Sun,94,0,22,260
16.89,0,Electronics,Urban,9.38,16.04,Winter,Sat,79,1,40,121
9.52,1,Housewares,Suburban,9.61,9.76,Fall,Wed,100,1,51,185
9.17,0,Food,Rural,12.6,10.1,Spring,Fri,130,1,23,109
12.37,0,Housewares,Rural,2.29,14.71,Winter,Thu,113,0,37,103
12.3,0,Clothing,Suburban,3.2,11.3,Summer,Fri,80,0,34,113
11.97,1,Clothing,Suburban,9.83,10.88,Summer,Fri,111,0,47,217
11.57,0,Clothing,Urban,9.58,13.12,Summer,Tue,111,0,22,111
10.23,1,Food,Rural,3.79,9.65,Fall,Sun,72,1,30,212
7.28,0,Clothing,Urban,6.44,6.48,Fall,Fri,126,0,33,113
19.56,0,Food,Urban,17.86,20.67,Summer,Wed,78,1,10,106
13.02,0,Housewares,Urban,7.71,12.94,Spring,Sat,121,1,44,132
14.8,0,Clothing,Suburban,15.82,13.81,Fall,Fri,152,1,35,133
8.7,0,Electronics,Rural,9.05,8.74,Fall,Fri,142,1,40,114
11.68,0,Clothing,Suburban,9.45,10.85,Fall,Mon,80,0,5,110
21.49,0,Food,Suburban,12.07,21.6,Summer,Sat,97,0,41,75
7.85,1,Clothing,Suburban,3.42,8.05,Summer,Thu,93,0,17,188
14.47,0,Housewares,Rural,6.84,15.59,Winter,Fri,164,0,43,117
13.35,0,Electronics,Urban,2.87,13.34,Fall,Mon,115,1,42,116
10.37,0,Clothing,Suburban,7.97,8.18,Spring,Fri,71,0,38,113
9.78,0,Electronics,Urban,12.26,9.42,Fall,Fri,52,1,26,131
11.15,0,Electronics,Urban,14.02,14.18,Fall,Fri,148,1,2,122
9.91,0,Food,Urban,9.28,9.23,Fall,Wed,50,0,39,111
13.4,1,Electronics,Suburban,7.88,12.18,Winter,Sun,65,0,16,229
7.34,0,Food,Urban,5.06,5.84,Winter,Fri,114,1,43,100
7.17,1,Electronics,Suburban,5.73,7.31,Summer,Tue,98,0,41,171
11.73,0,Electronics,Suburban,6.14,11.89,Fall,Thu,79,0,2,110
12.91,0,Food,Suburban,6.07,13.07,Winter,Tue,99,0,1,107
12.04,0,Electronics,Urban,4.9,13.12,Spring,Sat,113,0,23,120
12.57,0,Food,Urban,4.25,13.64,Winter,Thu,123,0,2,122
9.42,1,Clothing,Rural,5.19,9.82,Fall,Sun,97,1,12,200
14.59,1,Clothing,Rural,7.31,14.5,Winter,Sat,122,0,5,230
10.83,0,Housewares,Suburban,6.98,10.27,Spring,Tue,87,0,45,115
9.49,0,Clothing,Urban,7.91,9.92,Spring,Sat,88,1,23,120
13.57,0,Electronics,Suburban,5.49,13.46,Summer,Thu,116,1,32,113
9.75,0,Electronics,Urban,18.2,8.58,Winter,Thu,118,0,40,105
12.54,0,Food,Rural,10.25,10.16,Winter,Mon,164,0,38,102
10.17,0,Housewares,Suburban,17.72,10.62,Fall,Fri,151,0,49,120
9.83,0,Housewares,Rural,11.61,8.45,Fall,Wed,151,0,11,93
13.26,0,Food,Suburban,7.84,13.9,Spring,Mon,109,0,29,94
19.36,1,Electronics,Urban,14.25,20.4,Summer,Mon,151,1,7,282
9.49,0,Electronics,Suburban,4.35,8.76,Summer,Mon,108,1,34,104
8.95,0,Food,Urban,6.74,9.87,Spring,Tue,57,0,39,96
9.31,0,Food,Suburban,10.58,9.75,Summer,Sun,105,0,4,108
9.37,1,Food,Suburban,8.72,9.08,Fall,Thu,113,1,32,186
9.11,0,Electronics,Rural,10.22,10.83,Fall,Wed,180,0,40,101
8.09,0,Clothing,Suburban,13.03,12.04,Fall,Tue,181,0,40,106
10.16,0,Electronics,Suburban,9.98,10.94,Fall,Mon,138,0,34,115
9.2,0,Food,Urban,5.01,7.11,Winter,Wed,85,1,32,113
12.8,0,Electronics,Urban,14.1,12.63,Summer,Mon,146,0,49,130
15.71,0,Electronics,Urban,6.16,15.52,Spring,Thu,107,0,44,110
16.89,0,Food,Suburban,9.88,17.92,Fall,Thu,79,0,1,104
10.99,0,Electronics,Suburban,3.12,12.95,Spring,Sat,71,0,15,108
9.82,0,Housewares,Suburban,7.35,10.21,Spring,Thu,292,0,30,94
11.24,0,Electronics,Suburban,8.52,10.58,Summer,Sat,127,1,16,117
16.86,1,Clothing,Suburban,13.03,16.83,Spring,Sat,99,0,11,255
13.36,0,Food,Urban,5.87,13.88,Summer,Mon,79,0,1,102
12.99,0,Food,Suburban,5.17,11.49,Spring,Wed,154,0,18,91
13.74,0,Food,Suburban,12.62,13.01,Summer,Mon,67,0,28,98
19.37,1,Clothing,Urban,7.83,21.17,Fall,Fri,92,1,32,261
13.73,0,Electronics,Urban,11.04,13.47,Winter,Thu,113,0,2,119
14.63,0,Food,Suburban,19.21,13.07,Winter,Thu,208,1,44,111
11.51,1,Food,Suburban,8.5,10.74,Spring,Mon,129,1,17,199
10.99,0,Electronics,Urban,4.83,11.35,Winter,Sat,74,0,48,123
13.5,1,Electronics,Rural,4.72,14.44,Winter,Sat,112,0,10,229
13.34,0,Food,Urban,8.43,13.09,Summer,Sat,152,1,4,117
13.56,0,Electronics,Urban,4.45,15.4,Spring,Tue,121,1,21,134
13.19,1,Food,Suburban,17.1,13.55,Summer,Sat,81,0,23,230
11.9,0,Food,Suburban,8.58,13.79,Spring,Wed,150,1,38,121
9.77,1,Clothing,Suburban,9.17,9.32,Spring,Sun,77,0,3,191
21.32,0,Electronics,Urban,18.19,18.01,Fall,Wed,128,0,13,84
11.09,0,Food,Suburban,6.86,9.23,Summer,Fri,164,0,45,108
10.78,1,Food,Urban,11.64,11.88,Spring,Thu,78,0,43,205
8.85,1,Electronics,Urban,9.55,10.05,Summer,Tue,82,0,45,198
13.11,0,Food,Suburban,7.65,13.03,Spring,Sun,66,1,28,127
14.91,0,Food,Urban,17.87,14.91,Winter,Sun,129,1,42,116
6.83,0,Clothing,Rural,8.38,7.58,Fall,Tue,136,0,51,94
14.86,0,Food,Urban,7.54,12.39,Fall,Sun,118,0,31,112
15,0,Housewares,Suburban,7.03,15.91,Spring,Sun,143,0,31,115
6.57,0,Food,Urban,7.04,6.76,Spring,Mon,106,0,47,80
14.73,0,Electronics,Suburban,9.15,14.19,Spring,Sun,81,1,29,119
9.6,0,Food,Rural,2.99,10.4,Winter,Fri,94,0,31,89
10.01,0,Housewares,Urban,9.6,9.22,Spring,Thu,126,1,20,112
17.79,1,Food,Urban,5.77,18.99,Spring,Mon,105,1,40,260
14.13,0,Food,Urban,4.89,14.87,Spring,Tue,101,1,18,112
13.68,1,Electronics,Urban,15.02,13.45,Fall,Sun,107,0,44,234
11.91,1,Food,Urban,5.23,12.03,Fall,Tue,85,1,52,227
19.2,0,Food,Urban,16.93,19.06,Winter,Thu,83,0,34,98
12.4,0,Food,Suburban,5.95,11.28,Winter,Thu,114,0,37,88
15.84,0,Food,Urban,8.73,16.48,Spring,Fri,159,1,12,112
13.07,0,Clothing,Rural,15.26,12.81,Fall,Mon,94,0,7,97
13.95,1,Clothing,Suburban,7.64,12.43,Winter,Fri,121,1,35,237
15.24,0,Housewares,Suburban,5.59,15.58,Summer,Tue,119,0,23,93
14,0,Food,Urban,12.57,12.79,Winter,Mon,97,1,41,119
12.31,0,Clothing,Urban,12.33,13.68,Fall,Thu,166,0,24,125
8.88,0,Food,Rural,8.34,9.21,Fall,Tue,110,0,38,96
10.66,0,Electronics,Urban,6.47,9.95,Spring,Sun,120,1,14,113
20.58,1,Housewares,Rural,10.36,19.67,Fall,Fri,142,1,42,264
8.12,1,Clothing,Urban,10.31,9.8,Fall,Fri,68,0,18,195
11.3,0,Food,Rural,12.19,11.06,Spring,Tue,126,0,5,106
13.71,0,Housewares,Urban,11.13,14.04,Fall,Mon,118,0,35,122
10.79,0,Food,Suburban,10.63,9.61,Fall,Sun,161,1,9,123
14.55,1,Clothing,Urban,6.27,13.82,Fall,Wed,97,0,50,233
13.53,0,Electronics,Urban,5.61,12.13,Summer,Fri,115,0,39,113
13.69,0,Clothing,Urban,6.61,12.73,Fall,Tue,84,1,35,113
12.37,0,Electronics,Suburban,5.04,12.52,Spring,Wed,82,0,19,112
14.34,1,Food,Urban,13.88,15.56,Summer,Tue,118,0,46,242
23.33,0,Electronics,Rural,5.95,23.24,Spring,Tue,104,0,17,61
9.56,0,Housewares,Suburban,8.06,9.64,Summer,Sun,104,1,39,114
11.58,1,Clothing,Suburban,6.4,10.53,Fall,Fri,65,1,18,229
12.45,1,Clothing,Rural,9.04,12.09,Summer,Tue,95,1,38,219
9.19,0,Food,Urban,14.33,6.26,Winter,Fri,150,0,20,96
10.03,0,Electronics,Suburban,9.5,10.52,Summer,Sun,81,1,15,109
12.18,1,Food,Urban,7.88,12.97,Summer,Thu,102,0,43,213
9.61,0,Electronics,Urban,10.8,9.36,Winter,Wed,99,1,9,128
13.3,1,Clothing,Rural,9.68,16.17,Fall,Sun,107,0,21,219
12.74,1,Food,Suburban,15.33,13.21,Spring,Tue,101,0,17,202
11.71,0,Food,Rural,19.53,12.46,Summer,Mon,115,0,8,101
12.13,0,Electronics,Urban,7.1,12.16,Fall,Fri,117,1,6,123
8.7,0,Electronics,Urban,9.06,8.79,Fall,Sat,81,0,23,122
16.17,0,Food,Urban,3.74,15.2,Fall,Wed,137,0,35,111
15.12,0,Food,Suburban,15.82,15.65,Winter,Wed,79,1,34,90
9.16,0,Food,Urban,5.51,9.31,Summer,Fri,104,1,17,100
12.29,0,Food,Urban,9.46,13.63,Spring,Fri,80,0,21,101
10.99,1,Housewares,Urban,8.92,11.66,Spring,Sun,111,1,20,222
11.19,0,Clothing,Urban,7.11,10.5,Fall,Thu,116,1,39,126
13.15,0,Electronics,Urban,8.77,15.27,Fall,Wed,105,0,44,126
9.85,0,Housewares,Suburban,17.33,12.61,Summer,Fri,169,1,23,119
15.24,0,Food,Suburban,4.75,14.97,Fall,Sat,103,1,7,120
9.35,0,Electronics,Rural,7.11,9.38,Spring,Tue,123,0,45,107
16.04,0,Food,Suburban,17.83,18.04,Spring,Wed,112,1,29,122
14.25,0,Clothing,Suburban,9.82,12.9,Spring,Sun,91,0,52,109
13.01,0,Electronics,Urban,5.28,11.91,Summer,Wed,108,1,23,131
12.02,0,Food,Urban,5.29,12.37,Summer,Sat,137,1,42,129
15.25,0,Clothing,Urban,9.12,12.54,Fall,Wed,130,1,14,110
12.6,0,Food,Rural,10.62,11.38,Winter,Fri,199,0,19,111
19.06,0,Food,Urban,9.43,18.97,Fall,Mon,135,0,37,105
11.13,1,Clothing,Urban,13.64,8.5,Fall,Sun,124,1,26,227
10.81,0,Housewares,Suburban,11.43,8.2,Winter,Sun,79,0,11,101
11.77,0,Food,Urban,13.68,11.73,Winter,Sat,78,1,33,117
17.97,0,Clothing,Suburban,8.02,19.09,Summer,Mon,100,1,10,109
10.6,0,Food,Suburban,12.62,11.8,Fall,Sun,88,0,1,101
12.87,0,Food,Suburban,17.46,12.34,Winter,Fri,165,0,50,103
11.28,0,Food,Suburban,4.77,7.91,Spring,Sat,123,0,34,102
8.71,1,Food,Suburban,8.71,9.27,Fall,Sat,110,0,52,199
10.9,0,Housewares,Urban,6.15,9.79,Summer,Fri,149,0,23,118
11.16,0,Food,Suburban,9.63,10.86,Spring,Tue,139,0,32,105
17.02,0,Clothing,Urban,6.3,16.52,Spring,Wed,181,1,31,125
17.9,1,Electronics,Urban,5.94,18.3,Summer,Sun,130,1,39,273
9.19,0,Clothing,Suburban,10.89,8.7,Fall,Sat,141,0,31,115
10.36,0,Electronics,Suburban,6.39,10.13,Fall,Mon,168,1,41,130
9.7,0,Food,Rural,5.43,8.66,Winter,Mon,85,0,50,109
9.51,0,Food,Suburban,12.46,8.55,Fall,Sun,111,1,25,123
18.65,0,Electronics,Rural,3.49,19.76,Winter,Mon,94,0,5,98
8.23,0,Food,Suburban,18.21,7.03,Summer,Wed,136,0,10,94
11.13,0,Housewares,Urban,11.07,10.66,Fall,Sun,126,1,42,118
9.75,1,Housewares,Suburban,6.69,8.72,Spring,Thu,155,1,5,199
13.13,0,Electronics,Rural,13.96,14.07,Spring,Mon,90,0,16,117
21.31,0,Food,Urban,8.87,19.98,Fall,Sat,103,0,40,83
11.27,0,Clothing,Suburban,7.45,10.75,Summer,Thu,115,0,25,118
13.76,1,Housewares,Suburban,18.61,16.43,Summer,Sat,118,1,46,261
16,0,Electronics,Rural,9.87,16,Summer,Sat,129,1,19,119
11.6,1,Electronics,Suburban,11.4,11.19,Winter,Tue,85,1,32,233
7.84,1,Electronics,Urban,10.81,8.36,Fall,Sat,106,1,32,177
14.31,0,Housewares,Suburban,5.19,12.78,Spring,Wed,76,0,20,101
12.82,0,Clothing,Rural,12,12.99,Fall,Thu,105,1,51,139
10.83,0,Food,Suburban,12.7,13.48,Summer,Wed,72,1,41,127
12.22,1,Housewares,Rural,12.2,11.7,Winter,Wed,96,1,44,221
13.2,0,Food,Urban,10.67,12.75,Winter,Tue,77,0,8,118
15.33,1,Clothing,Rural,3.92,17.01,Fall,Tue,115,1,45,237
14.56,1,Food,Rural,4.05,13.35,Summer,Mon,79,1,9,219
15.02,0,Housewares,Urban,11.26,14.53,Winter,Sat,157,0,1,118
17.16,1,Food,Urban,12.32,16.32,Spring,Fri,170,0,8,233
7.95,0,Clothing,Suburban,8.79,8.61,Fall,Sun,50,0,37,109
14.7,0,Housewares,Suburban,8.76,14.33,Winter,Tue,106,1,37,112
8.99,0,Food,Urban,3.26,10.75,Winter,Sat,150,0,31,105
11.01,0,Food,Suburban,6.2,7.93,Fall,Mon,113,0,49,103
12.75,0,Food,Urban,9.81,11.48,Winter,Fri,87,1,37,115
11.19,0,Food,Suburban,12.73,11.39,Fall,Tue,137,1,33,117
10.87,0,Food,Urban,5.23,10.12,Winter,Fri,158,0,11,107
9.84,1,Electronics,Rural,2.55,11.62,Fall,Thu,127,0,50,206
14.96,0,Food,Urban,7.12,14.43,Spring,Sat,167,0,13,102
12.21,0,Clothing,Urban,3.33,14.51,Summer,Tue,97,0,27,117
12.46,0,Food,Rural,9.67,12.21,Spring,Tue,98,0,25,100
11.54,0,Food,Suburban,6.75,10.8,Fall,Sun,109,0,30,111
10.93,0,Clothing,Rural,13.62,9.48,Spring,Tue,107,1,41,99
18.24,0,Food,Suburban,7.86,19.85,Fall,Sat,115,1,35,121
15.72,0,Food,Suburban,11.42,17.33,Winter,Sat,154,1,32,124
6.4,0,Food,Suburban,5.34,5.5,Spring,Thu,105,0,32,90
7.96,0,Housewares,Suburban,15.82,7.17,Winter,Fri,85,1,25,101
7.59,1,Housewares,Suburban,6.67,8.62,Fall,Mon,133,0,32,166
10.28,0,Housewares,Urban,4.05,9.86,Spring,Sat,96,0,5,103
16.01,1,Food,Suburban,8.23,18.09,Fall,Sun,104,1,23,257
8.67,0,Clothing,Urban,8.51,8.8,Fall,Sun,166,1,40,118
10.8,0,Housewares,Suburban,6.92,10.91,Spring,Wed,118,0,41,118
15.66,1,Clothing,Suburban,7.65,16.38,Winter,Fri,96,0,40,252
14.2,1,Electronics,Suburban,5.6,13.11,Summer,Fri,137,1,11,237
12.92,1,Electronics,Urban,8.34,13.05,Fall,Tue,70,0,42,240
10.12,0,Clothing,Suburban,9.32,9.08,Spring,Sun,146,0,6,111
9.56,0,Food,Rural,5.29,10.86,Winter,Fri,80,0,37,108
8.66,0,Electronics,Suburban,16.23,9.28,Winter,Fri,75,1,22,119
13.14,0,Food,Suburban,8.07,13.9,Winter,Sat,92,1,3,125
8.46,0,Electronics,Suburban,5.22,9.2,Summer,Wed,118,1,27,127
16.19,1,Food,Suburban,8.36,15.4,Spring,Mon,117,0,25,233
11.06,1,Clothing,Rural,14.32,10.56,Winter,Mon,91,1,42,205
10.66,1,Clothing,Suburban,8.86,10.06,Summer,Fri,126,0,2,204
8.85,0,Food,Urban,5.03,8.89,Winter,Sat,66,1,37,122
10.31,0,Food,Urban,5.91,12.39,Spring,Tue,82,0,49,95
14.41,1,Electronics,Urban,12.39,14.34,Spring,Wed,66,0,49,218
10.26,0,Clothing,Urban,1.91,10.62,Summer,Sun,87,0,22,124
11.25,0,Food,Suburban,11.13,11.72,Spring,Thu,104,0,23,103
16.29,0,Food,Rural,8.72,17.47,Spring,Thu,146,1,14,111
11.25,0,Food,Urban,4.41,11.37,Winter,Fri,130,0,27,111
14.46,0,Clothing,Urban,9.84,15.99,Summer,Sun,112,1,33,132
10.84,0,Clothing,Suburban,4.23,11.24,Spring,Sat,112,1,7,117
16.89,0,Clothing,Suburban,6.23,17.07,Fall,Sat,99,1,38,115
10.78,0,Food,Suburban,9.75,9.75,Winter,Wed,130,0,2,91
10.41,1,Electronics,Suburban,13.92,10,Winter,Sat,108,0,23,223
9.75,0,Food,Suburban,3.53,9.61,Summer,Mon,82,1,12,107
12.99,1,Clothing,Suburban,7.29,13.23,Fall,Sun,132,1,39,233
13.21,0,Clothing,Suburban,10.86,15.27,Spring,Fri,94,0,11,105
10.97,0,Food,Urban,9.9,10.91,Fall,Sat,140,1,7,134
11.17,0,Clothing,Suburban,5.54,10.91,Spring,Mon,77,1,7,119
14.52,0,Electronics,Suburban,11.12,16.55,Summer,Sat,157,1,12,124
16.34,0,Clothing,Urban,4.61,17.04,Winter,Sun,81,0,12,111
8.56,0,Food,Urban,5.88,10.66,Winter,Sun,92,0,24,99
10.47,0,Clothing,Urban,9.33,10.61,Summer,Wed,174,0,10,101
13.6,0,Clothing,Rural,2.89,16.39,Winter,Sun,122,1,10,125
13.37,1,Housewares,Urban,8.95,12.82,Fall,Wed,93,1,11,243
11.29,0,Housewares,Urban,7,9.74,Summer,Fri,104,0,6,102
8.29,0,Housewares,Rural,3.72,8.27,Spring,Sat,75,0,9,80
15.94,0,Clothing,Urban,11.16,17.07,Fall,Thu,122,1,4,130
12.35,0,Food,Rural,15.2,11.35,Spring,Sat,117,0,28,117
10.93,0,Housewares,Suburban,3.14,13.71,Spring,Sun,155,1,4,111
14.25,0,Electronics,Urban,9.91,15.3,Summer,Tue,70,0,12,117
10.43,1,Electronics,Urban,8.53,11.14,Summer,Thu,169,1,44,215
11.24,0,Clothing,Suburban,16.9,12.9,Winter,Wed,126,0,43,107
14.01,1,Electronics,Urban,6.67,14.65,Spring,Sun,89,1,34,251
13.38,0,Food,Rural,7.94,14.33,Fall,Wed,151,0,39,111
13.63,0,Clothing,Urban,10.22,14.86,Spring,Thu,91,0,49,120
14.48,1,Housewares,Urban,12.13,16.15,Summer,Fri,223,1,26,250
11.88,0,Clothing,Urban,5.78,11.57,Winter,Fri,155,0,7,112
12.19,0,Food,Suburban,6.22,11.82,Fall,Tue,89,0,23,103
13.2,0,Electronics,Urban,14.43,11.42,Spring,Wed,107,0,11,119
14.48,1,Food,Suburban,4.34,12.89,Spring,Sun,181,1,40,242
11.84,0,Clothing,Suburban,6.52,14.95,Fall,Mon,91,0,31,130
15.83,0,Electronics,Urban,12.56,13.59,Spring,Tue,120,0,9,100
17.19,0,Food,Suburban,7.05,18.29,Winter,Thu,113,1,46,104
16.37,1,Electronics,Suburban,6.15,15.13,Spring,Sat,141,1,2,257
13.43,1,Housewares,Suburban,13.67,13.1,Winter,Fri,85,0,41,238
21.01,0,Clothing,Urban,5.99,18.56,Summer,Thu,104,1,17,93
8.21,0,Housewares,Suburban,9.86,7.56,Winter,Tue,157,0,34,101
10.58,0,Food,Suburban,6.97,11.58,Summer,Thu,142,0,16,110
12.26,1,Housewares,Suburban,11.31,11.83,Summer,Mon,113,1,25,228
11.56,0,Electronics,Suburban,14.49,8.58,Winter,Tue,62,0,20,120
11.84,0,Housewares,Rural,7.6,11.68,Summer,Mon,64,0,22,103
10.48,1,Food,Rural,9.91,11.61,Spring,Sun,116,0,43,201
12.18,0,Housewares,Suburban,9.47,13.94,Spring,Wed,98,0,44,118
16.38,0,Food,Suburban,4.88,15.8,Summer,Wed,146,0,31,104
13.35,1,Food,Suburban,8.61,13.02,Winter,Tue,83,0,17,219
8.88,0,Food,Urban,11.12,9.23,Summer,Thu,160,1,14,114
8.54,0,Food,Rural,6.9,6.91,Fall,Sun,94,0,27,104
16.12,1,Food,Suburban,10.15,16.19,Spring,Sun,145,1,50,244
14.27,0,Electronics,Urban,10.37,14.96,Winter,Tue,127,0,46,122
14.73,1,Housewares,Suburban,8.44,16.15,Spring,Mon,69,0,3,238
15.51,0,Electronics,Urban,14.27,16.07,Summer,Wed,96,1,21,125
11.97,0,Housewares,Rural,6.17,9.42,Summer,Fri,78,1,21,117
18.98,0,Food,Rural,7.85,19.84,Spring,Fri,158,0,7,98
10.83,0,Electronics,Suburban,5.04,10.86,Spring,Mon,110,0,25,105
12.18,0,Housewares,Rural,11.59,11.16,Fall,Wed,99,1,6,94
7.24,0,Housewares,Suburban,11.69,8.19,Spring,Mon,117,1,25,113
7.74,0,Electronics,Suburban,11.28,7.95,Spring,Sat,116,0,47,109
12.47,0,Housewares,Rural,10.5,11.66,Summer,Wed,104,0,33,112
15.77,0,Electronics,Rural,9.8,15.99,Summer,Wed,122,0,8,102
8.59,0,Housewares,Urban,6.46,8.62,Summer,Wed,104,0,49,97
12.13,0,Food,Urban,13.28,13.75,Summer,Fri,116,1,32,127
16.9,0,Clothing,Rural,7.29,16.74,Summer,Fri,167,1,31,117
12.52,0,Electronics,Urban,14.69,14.44,Spring,Thu,184,1,27,129
11.45,1,Electronics,Urban,4.53,10.52,Winter,Mon,97,1,21,227
15.91,0,Clothing,Urban,18.4,16.7,Summer,Sat,95,1,23,136
18.24,1,Food,Suburban,8.67,19.32,Winter,Wed,105,1,38,252
13.77,0,Clothing,Urban,6.48,14.03,Spring,Sat,96,1,36,115
6.56,0,Food,Suburban,6.28,6.86,Fall,Wed,108,0,11,87
9.51,0,Electronics,Suburban,14.28,7.93,Spring,Sat,134,0,31,110
12.15,1,Food,Suburban,7.47,13.65,Summer,Fri,92,1,46,233
12.42,0,Housewares,Suburban,6.66,13.36,Summer,Mon,144,1,15,128
18.01,0,Clothing,Suburban,10.05,19.49,Fall,Mon,98,1,13,109
10.93,0,Clothing,Suburban,14.21,12.97,Summer,Fri,66,0,21,116
12.24,0,Clothing,Urban,8.46,12.72,Spring,Sat,80,0,49,115
11.08,1,Electronics,Suburban,4.03,12.69,Spring,Sat,96,0,13,225
14.13,0,Food,Urban,18.44,13.62,Fall,Sat,144,0,4,104
12.11,0,Clothing,Suburban,7.25,14.36,Spring,Fri,118,0,52,117
15.61,0,Clothing,Suburban,11.83,16,Summer,Fri,70,0,16,113
17.18,0,Food,Urban,17.43,18.02,Summer,Sun,146,0,40,117
16.75,0,Clothing,Urban,12.11,15.98,Fall,Sun,97,0,26,110
17.01,0,Housewares,Rural,7.31,16.72,Fall,Mon,99,1,34,99
16.06,0,Clothing,Urban,6.43,14.85,Fall,Thu,127,1,20,123
9.43,0,Food,Suburban,7.56,10.2,Spring,Mon,164,0,24,120
15.8,0,Clothing,Urban,4.96,16.21,Fall,Sat,99,0,43,112
9.63,0,Clothing,Suburban,12.08,9.4,Winter,Tue,151,1,50,127
12.19,1,Food,Urban,10.24,13.04,Summer,Fri,104,0,44,214
15.46,0,Food,Suburban,12.64,13.8,Summer,Sun,147,0,21,123
20.3,0,Electronics,Suburban,5.74,22.69,Winter,Wed,134,0,49,89
9.45,0,Clothing,Urban,11.08,10.73,Winter,Fri,59,0,19,104
8.86,0,Clothing,Urban,13.86,8.13,Winter,Sat,157,1,9,133
9.33,1,Food,Urban,9.11,9.9,Spring,Sat,95,1,46,191
10.47,0,Food,Suburban,14.35,12.61,Spring,Sun,186,1,46,121
15.66,0,Clothing,Suburban,9.05,13.85,Winter,Fri,92,1,49,117
11.54,0,Food,Urban,10.17,11.83,Fall,Sun,79,0,5,124
11.16,0,Food,Suburban,11.41,11.01,Fall,Tue,125,0,3,114
9.12,0,Food,Suburban,7.07,7.88,Summer,Fri,114,1,50,98
14.13,1,Food,Rural,8.03,14.69,Summer,Sun,120,1,2,225
17.44,1,Clothing,Urban,5.55,15.75,Winter,Sat,94,0,8,235
13.81,0,Electronics,Urban,3.37,14.96,Spring,Wed,131,1,13,112
10.55,0,Clothing,Urban,5.66,9.84,Winter,Sat,155,0,43,110
9.74,0,Electronics,Suburban,10.28,8.22,Winter,Sun,136,0,32,98
17.17,0,Clothing,Suburban,8.05,16.77,Summer,Thu,90,1,8,116
11.42,0,Housewares,Suburban,6.26,12.9,Winter,Mon,72,1,36,123
13.76,0,Clothing,Suburban,12.3,13.19,Spring,Thu,100,0,33,121
12.07,0,Electronics,Urban,13.46,12.32,Fall,Tue,108,0,43,109
8.59,0,Electronics,Rural,7.89,6.22,Fall,Wed,90,0,11,102
11.95,0,Housewares,Suburban,6.7,12.17,Winter,Wed,59,0,9,101
14.78,1,Food,Suburban,13.42,16.32,Summer,Sun,130,0,30,240
8.69,0,Clothing,Suburban,6.58,12.56,Winter,Thu,103,0,47,120
